word,level,transcription,russian
zeytin,A1,зейтин,"оливковый; оливка"
ziyaret etmek,A1,зийарет этмек,"-ать; -еть"
Ziyarete gelmek,A1,зийарете гелмек,"(нет перевода)"
zürafa,A1,зюрафа,"жираф; гираф"
çalmak,A1,чалмак,"-ать; -еть"
Çalışkan,A1,чалышкан,"прилежный; работящий"
çalışmak,A1,чалышмак,"работать, учиться"
çamaşır,A1,чамашыр,"прачечная; стирка"
çanta,A1,чанта,"пакет; тема"
çarpı,A1,чарпы,"знак умножения; умножение; увеличение"
çarşamba,A1,чаршамба,"среда"
çarşı,A1,чаршы,"базар; рынок; красивый"
çay,A1,чай,"чай"
Çene,A1,чене,"челюсть; челюстная кость; подбородок"
Çevre,A1,чевре,"окружающая среда; экосистема"
çeyrek,A1,чейрек,"(одна) четвёртая (часть); квартал"
çeşitli,A1,чешитли,"(нет перевода)"
Çiftçi,A1,чифтчи,"Плужников; дехканин"
Çin,A1,чин,"Китай; Поднебесная"
çirkin,A1,чиркин,"безобразный; некрасивый"
çiçek,A1,чичек,"цветок; цветы; период цветения"
çocuk,A1,чоджук,"ребёнок"
çok,A1,чок,"очень, много"
çorba,A1,чорба,"суп; похлёбка"
çoşku,A1,чошку,"(нет перевода)"
çöp kutusu,A1,чёп кутусу,"мусор; дрянь"
çünkü,A1,чюнкю,"как; так; из-за"
çıkmak,A1,чыкмак,"выход; выезд; -ать"
Öksürmek,A1,ёксюрмек,"-ать; -еть"
Ön,A1,ён,"передний; передняя часть"
önemli,A1,ёнемли,"важный; значимый"
önemsiz,A1,ёнемсиз,"неважный"
öpmek,A1,ёпмек,"-ать; -еть"
ördek,A1,ёрдек,"утка; качка; кровать"
özlemek,A1,ёзлемек,"-ать; -еть"
öğleden sonra,A1,ёйледен сонра,"вторая половина дня; пополудни; за"
öğlen,A1,ёйлен,"на"
öğrenci,A1,ёйренджи,"ученик"
öğrenci işleri,A1,ёйренджи ишлери,"(нет перевода)"
öğrenmek,A1,ёйренмек,"учиться; учить; -ать"
öğretmek,A1,ёйретмек,"-ать; -еть"
öğretmen,A1,ёйретмен,"учитель"
üniversite,A1,юниверсите,"университет"
üst,A1,юст,"что-то; кое-что; франшиза"
ütü,A1,ютю,"железный; железо"
üzüm,A1,юзюм,"виноград; виноградина"
ıspanak,A1,ыспанак,"шпинат"
ızgara,A1,ызгара,"решётка; барбекю"
şarkı,A1,шаркы,"песнь; песня; обвинительный"
şarkıcı,A1,шаркыджы,"вокалист; вокалистка"
şehir,A1,шехир,"город"
Şeker,A1,шекер,"добродушный; дружественный; блин"
şemsiye,A1,шемсийе,"зонт; зонтик"
şiir,A1,шиир,"стих; поэма"
Şikâyet,A1,шикайет,"жалоба; нарекание; дилатация"
şimdi,A1,шимди,"сейчас"
şirket,A1,ширкет,"компания; общество; крепкий"
şişe,A1,шише,"охапка (сена); сноп; дательный"
şişman,A1,шишман,"толстый; жирный"
acele,A2,аджеле,"спешка; крепкий; прочный"
acele etmek,A2,аджеле этмек,"-ать; -еть"
ada,A2,ада,"остров; покрыть; Сити"
affetmek,A2,аффетмек,"-ать; -еть"
afiş,A2,афиш,"афиша; постер; объявление"
ahşap,A2,ахшап,"деревянный"
alay etmek,A2,алай этмек,"-ать; -еть"
alaycı,A2,алайджы,"насмешливый; смехотворный"
alkollü,A2,алколлю,"алкогольный; алкоголик"
altın,A2,алтын,"нанаец; нанайка; родительный"
alışkanlık,A2,алышканлык,"обычай; привычка"
ambulans,A2,амбуланс,"скорая помощь; автомобиль скорой помощи"
ampul,A2,ампул,"ампула"
ana yemek,A2,ана йемек,"(нет перевода)"
aniden,A2,аниден,"вдруг; внезапно"
animasyon,A2,анимасйон,"одушевление; оживление"
anlam,A2,анлам,"смысл; значение; цель"
anlatmak,A2,анлатмак,"-ать; -еть"
anırmak,A2,анырмак,"-ать; -еть"
apartman,A2,апартман,"жилой дом; многоквартирный дом; апартамент"
aptal,A2,аптал,"глупый; дурной; балбес"
ara vermek,A2,ара вермек,"(нет перевода)"
artmak,A2,артмак,"-ать; -еть"
as,A2,ас,"горностай; ласка; увиливать"
asansör,A2,асансёр,"подъёмная сила; лифт"
asker,A2,аскер,"войско; войска; пешка"
atmosfer,A2,атмосфер,"атмосфера; настрой"
Avrupa,A2,аврупа,"Европа"
avuç,A2,авуч,"длань; ладонь; горсть"
ayaküstü,A2,айакюстю,"без; внутри"
ayran,A2,айран,"айран"
azalmak,A2,азалмак,"-ать; -еть"
açma,A2,ачма,"(нет перевода)"
aşk,A2,ашк,"ноль; любовь"
aşçı,A2,ашчы,"кок; кухарка"
bagaj,A2,багаж,"кладь; багаж"
baharatlı,A2,бахаратлы,"острый; пряный"
baklagil,A2,баклагил,"(нет перевода)"
baklava,A2,баклава,"баклава; пахлава; квадратик"
bakıcı,A2,бакыджы,"нянечка; нянька"
bal,A2,бал,"медовый; мёд"
balık tutmak,A2,балык тутмак,"(нет перевода)"
bambu,A2,бамбу,"бамбуковый; бамбук"
banka kartı,A2,банка карты,"(нет перевода)"
basmak,A2,басмак,"-ать; -еть; из"
bastırmak,A2,бастырмак,"каузатив; каузативный залог; -ать"
batmak,A2,батмак,"-ать; -еть"
bağlamak,A2,баламак,"-ать; -еть"
bağımlılık,A2,баымлылык,"зависимость; аддикция"
başbakan,A2,башбакан,"второе лицо; глава правительства; первоклассный"
bedesten,A2,бедестен,"(нет перевода)"
belediye,A2,беледийе,"коммуна; муниципалитет"
belgesel,A2,белгесел,"документальный; документальный фильм"
beslenme,A2,бесленме,"вербальный; словесный"
beyaz,A2,бейаз,"белый"
bez,A2,без,"ткань; материя; железа"
biber,A2,бибер,"перец; чёрный перец"
bilgi vermek,A2,билги вермек,"(нет перевода)"
bilgin,A2,билгин,"(нет перевода)"
bilim kurgu,A2,билим кургу,"научная фантастика; фантастика; наука"
bilimsel gerçek,A2,билимсел герчек,"(нет перевода)"
bilmece,A2,билмедже,"загадка; просеивать; головоломка"
bitirmek,A2,битирмек,"каузатив; каузативный залог"
bol,A2,бол,"непривязанный; неприкреплённый; изобилующий"
bolca,A2,болджа,"(нет перевода)"
bordo,A2,бордо,"бордо; кларет"
borç vermek,A2,борч вермек,"(нет перевода)"
boyamak,A2,бойамак,"-ать; -еть"
bozulmak,A2,бозулмак,"-ать; -еть"
boğulmak,A2,боулмак,"пассивный; бездеятельный; -ать"
briç,A2,брич,"контракт; договор"
bulmaca,A2,булмаджа,"загадка; затруднение"
bulut,A2,булут,"облако; туча"
buluş,A2,булуш,"изобретение; изобретательность"
burs vermek,A2,бурс вермек,"(нет перевода)"
bölge,A2,бёлге,"район; край; площадь"
börek,A2,бёрек,"бурек"
bülbül,A2,бюлбюл,"соловей; соловейко; европейский"
bıkmak,A2,быкмак,"-ать; -еть"
bıyık,A2,быйык,"ус; усы; бакенбарды"
cankurtaran,A2,джанкуртаран,"спасатель; спасательница; скорая помощь"
cin,A2,джин,"джинн; дух; джин"
cisim,A2,джисим,"вещество; материя; поле"
cömert,A2,джёмерт,"великодушный; щедрый; эффективный"
dalgalı,A2,далгалы,"колеблющийся; волнистый"
dalmak,A2,далмак,"-ать; -еть"
damar,A2,дамар,"вена; жила"
damlacık,A2,дамладжык,"капелька"
dayanmak,A2,дайанмак,"пассивный; бездеятельный; возвратный"
dağ,A2,да,"гора"
dağıtmak,A2,даытмак,"-ать; -еть"
dedikodu,A2,дедикоду,"сплетник; болтун"
dekoratif,A2,декоратиф,"декоративный"
delikanlı,A2,деликанлы,"молодой; младой; честный"
demet,A2,демет,"пук; вязанка; сноп"
demokrasi,A2,демокраси,"демократия; народовластие"
denemek,A2,денемек,"-ать; -еть"
deney,A2,деней,"эксперимент; опыт"
deneyim,A2,денейим,"опыт; переживание"
dengesiz,A2,денгесиз,"(нет перевода)"
deprem,A2,депрем,"землетрясение"
